,data,target
547,What country was A Terrible Beauty to Leon Uris ?,LOC
548,Who were John F. Kennedy 's dogs ?,ENTY
549,What country are Godiva chocolates from ?,LOC
550,What is probability theory ?,DESC
551,What is a fear of money ?,ENTY
552,What is molybdenum ?,DESC
553,What is the most radioactive food ?,ENTY
554,Where is Rider College located ?,LOC
555,What are the major companies that are part of Dow Jones ?,HUM
556,How many Americans have HIV ?,NUM
557,Name the French historical period during the reign of Napoleon III .,ENTY
558,Who made the most appearances in the center square on Hollywood Squares ?,HUM
559,What year did Spielberg make `` Jaws '' ?,NUM
560,What Japanese manufacturer is known for both its pianos and its motorcycles ?,HUM
561,What are the four natural aids used in riding a horse ?,ENTY
562,What field sport did dentist William Beers promote and write a standard book of rules for ?,ENTY
563,What Hermann Hesse book gave its name to a rock group ?,ENTY
564,How do you clean badly tarnished brass ?,DESC
565,What London street is the home of British journalism ?,LOC
566,With whom did Bush compare Saddam Hussein ?,HUM
567,What film was Jude Law in ?,ENTY
568,What was lost and regained by poet John Milton ?,ENTY
569,Name Dondi 's adoptive grandfather .,HUM
570,What alloy do copper and tin form ?,ENTY
571,What is a fear of color ?,ENTY
572,What country is the worlds leading supplier of cannabis ?,LOC
573,"Who played the part of the Godfather in the movie , ` The Godfather ' ?",HUM
574,What film featured a snarly character named Kid Shelleen ?,ENTY
575,"Why was Washington , DC originally called District of Columbia ?",DESC
576,How many home runs did Lou Gehrig have during his career ?,NUM
577,What U.S. state has sagebrush as its state flower ?,LOC
578,What month did the Edmund Fitzgerald sink ?,NUM
579,Name a medicine commonly used to combat AIDS ?,ENTY
580,What is a fear of clouds ?,ENTY
581,What credit card features a centurion on its face ?,ENTY
582,How many sides does a heptagon have ?,NUM
583,"What dropped 1 , 313 feet in 1980 ?",ENTY
584,What are the names of all the seas in the world and what ocean do they drain into ?,LOC
585,What kind of fruit is a Yellow Transparent ?,ENTY
586,When did Mount St. Helen last have a significant eruption ?,NUM
587,What 's the only color Johnny Cash wears on stage ?,ENTY
588,How long would it take to get from Earth to Mars ?,NUM
589,What instrument does Benny Carter play ?,ENTY
590,"What shampoo prevents eczema , seborrhea , and psoriasis ?",ENTY
591,What company 's trademark was His Master 's Voice ?,HUM
592,What is the acronym for the rating system for air conditioner efficiency ?,ABBR
593,What culture developed the idea of potlatch ?,HUM
594,What does `` B.Y.O.B. '' mean ?,ABBR
595,What does `` Janelle '' mean ?,DESC
596,In what city is the headquarters of Sinn Fein ?,LOC
597,How can I get a comic character I made copyrighted and published ?,DESC
598,Who did Sara Jane Moore try to assassinate ?,HUM
599,What are Halloween 's colors ?,ENTY
600,How do you recognize anorexia ?,DESC
601,What does Venus Retrograde mean ?,DESC
602,What was the alternate to VHS ?,ENTY
603,What two major world religions began in India ?,ENTY
604,What is the longest river in the United States ?,LOC
605,What was the importance of Magellan ?,DESC
606,What country 's national passenger rail system is called Via ?,LOC
607,What is the salary of a U.S. Representative ?,NUM
608,Where did the world come from ?,LOC
609,How is saline used in medicine ?,DESC
610,Where did the sport of caber-tossing originate ?,LOC
611,What is the function of the appendix ?,DESC
612,What is a film starring Jude Law ?,ENTY
613,Name an art gallery in New York .,LOC
614,What team did baseball 's St. Louis Browns become ?,HUM
615,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,HUM
616,Which Kevin Costner movie involves the Sioux Indians ?,ENTY
617,In what country is Lund ?,LOC
618,Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,HUM
619,What is the name of a language spoken by the Sioux ?,ENTY
620,What year did Apartheid start ?,NUM
621,"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?",HUM
622,In what city does Maurizio Pellegrin now live ?,LOC
623,"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",LOC
624,What is celebrated during the week of February 21-27 ?,ENTY
625,What is the mascot for Notre Dame University ?,ENTY
626,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,HUM
627,What is being done about the millennium bug ?,DESC
628,What are amphibians ?,DESC
629,How do you get bubblegum out of carpet ?,DESC
630,How can I get my product licensed by the NBA ?,DESC
631,What does the Peugeot company manufacture ?,ENTY
632,What are the three secondary colors ?,ENTY
633,How many major Nazi leaders went on trial after the war at Nuremberg ?,NUM
634,What state was named the Green Mountain state ?,LOC
635,How you can raise your IQ ?,DESC
636,What was the name of the US helicopter pilot shot down over North Korea ?,HUM
637,What 's the official animal of Canada ?,ENTY
638,Which is heavier - cream or milk ?,ENTY
639,What is the youngest age a boy or girl can have an orgasm ?,NUM
640,Who does data collection in tourism ?,HUM
641,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",DESC
642,What do goldfish lose if kept in dimly-lit or running water ?,ENTY
643,What chemical in red wine is good for the heart and what exactly does it do to your body ?,ENTY
644,What was the 1940 annual salary for a boilermaker ?,NUM
645,CNN 's first broadcast occurred on what date ?,NUM
646,"What drink is formed of tequila , orange juice and galliano ?",ENTY
647,Whose video is titled Shape Up with Arnold ?,HUM
648,Who turned all he touched to gold ?,HUM
649,What does NECROSIS mean ?,ABBR
650,Who is Stephen Hawking ?,HUM
651,What are some science fair projects for 8th graders ?,ENTY
652,What is the population of Kansas ?,NUM
653,Where could I go to take a ride on a steam locomotive ?,LOC
654,What state full of milk and honey was the destination in The Grapes of Wrath ?,LOC
655,Which country is Australia 's largest export market ?,LOC
656,What kind of books does Fodor 's publish ?,ENTY
657,What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,LOC
658,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?",DESC
659,What is the VDRL test of blood ?,DESC
660,Why do people get calluses ?,DESC
661,What was the top box office movie in April 1998 ?,ENTY
662,What chocolate company gives you a one-pound kiss ?,HUM
663,What is the origin of the city `` Corpus Christi '' ?,DESC
664,What 's the third month of the Gregorian calendar ?,NUM
665,What are the diseases that can be cured by black cumin ?,ENTY
666,Who was the lead actress in the movie ` Sleepless in Seattle ' ?,HUM
667,How do I find out the exact time of a sunset for a particular day ?,DESC
668,Who were the Picts ?,HUM
669,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",ENTY
670,What is dextropropoxyphen napsylate ?,DESC
671,"What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?",HUM
672,What is chronic constipation a symptom of ?,ENTY
673,In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?,HUM
674,What did Benny Carter play ?,ENTY
675,What predators exist on Antarctica ?,ENTY
676,What Argentine boxer was shot dead outside a Nevada brothel in May ?,HUM
677,What made the Finger Lakes in western New York state ?,DESC
678,What civil war was fought between 1936 and 1939 ?,ENTY
679,Whose autobiography is titled Yes I Can ?,HUM
680,What is a cake of soap ?,DESC
681,What do pointed letters mean to a handwriting analyst ?,DESC
682,What songs were popular in 1948 ?,ENTY
683,What 's a short ton ?,DESC
684,What is a caul ?,DESC
685,What Tom Wolfe book is about the Mercury astronauts ?,ENTY
686,What kind of tree graces Lebanon 's flag ?,ENTY
687,What non-alcoholic syrup is made from pomegranate juice ?,ENTY
688,How many e-commerce companies are started every day ?,NUM
689,How do you ask questions ?,DESC
690,Who won the Battle of Gettysburg ?,HUM
691,What card company sells Christmas ornaments ?,HUM
692,Who is Snoopy 's arch-enemy ?,HUM
693,What ice creams contain seaweed ?,ENTY
694,What car was driven in the 199 release of `` Smokey and the Bandit '' ?,ENTY
695,When was Microsoft established ?,NUM
696,How many elephants are left on earth ?,NUM
697,What National Basketball Association superstar told his story in Giant Steps ?,HUM
698,Why is Chicago named Chicago ?,DESC
699,What TV talk-show host lends his name to a line of men 's clothing ?,HUM
700,What is magnetar ?,DESC
701,Who was the Charlie perfume woman ?,HUM
702,What player squats an average of 3 times during a baseball doubleheader ?,HUM
703,What is a bone marrow transplant meant for ?,DESC
704,What nationality was Jackson Pollock ?,LOC
705,What canal does the Thatcher Ferry Bridge span ?,LOC
706,What are values ?,DESC
707,What does EKG stand for ?,ABBR
708,What was the longest war in U.S. history ?,ENTY
709,What is the principal river of Ireland ?,LOC
710,Whose first presidential order was,HUM
711,Where are the U.S. headquarters for Procter & Gamble ?,LOC
712,What sports magazine has the largest circulation ?,ENTY
713,"Who killed more people , Hitler or Stalin ?",HUM
714,Who owns the St. Louis Rams ?,HUM
715,What does the channel ESPN stand for ?,ABBR
716,What city is served by McCarren Airport ?,LOC
717,What did the pyramid-builders of Egypt mainly eat ?,ENTY
718,The operating system that runs on IBM-compatible machines is called what ?,ENTY
719,What song served as the closing theme of The Johnny Cash Show ?,ENTY
720,What Caribbean island is sometimes called Little England ?,LOC
721,What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',ENTY
722,What British prime minister and U.S. president were seventh cousins once-removed ?,HUM
723,How big is a baby bald eagle ?,NUM
724,What level of government or governmental agency is responsible for dealing with racism ?,HUM
725,Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,LOC
726,How do I find out about jobs ?,DESC
727,Why did the Aztecs first think the Spanish were Gods ?,DESC
728,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,HUM
729,What was the name of the lawyer who represented Randy Craft ?,HUM
730,Name the operating system that runs on IBM-compatible machines .,ENTY
731,What were hairy bank notes in the fur trade ?,ENTY
732,Where did the name root beer come from ?,DESC
733,Who was the second man to walk on the moon ?,HUM
734,What was the name of the U.S. 's first manned space program ?,ENTY
735,What personality traits are Capricorns said to have ?,DESC
736,How many lakes are there on the Earth ?,NUM
737,What is Dr. Seuss ' most popular book ?,ENTY
738,What is a person 's socioeconomic position ?,DESC
739,What is the definition of a cascade ?,DESC
740,What major league baseball team compiled the best won-lost record between 1957 and 1983 ?,HUM
741,What four tournaments make up tennis ' Grand Slam ?,ENTY
742,What are you caught in if a haboob blows up ?,ENTY
743,Who is the Voyager project manager ?,HUM
744,What is Olestra ?,DESC
745,What is the best way to remove wallpaper ?,ENTY
746,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,HUM
747,What is an aurora ?,DESC
748,What nationality is Pope John Paul II ?,LOC
749,What are those little blue reflectors in the middle of the road for ?,DESC
750,Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,HUM
751,What Ernest Hemingway novel had the working title Fiesta ?,ENTY
752,How did Peabody and Sherman travel through time ?,DESC
753,Where can I buy a pony on the Big Island for my daughter ?,LOC
754,What U.S. city was named for St. Francis of Assisi ?,LOC
755,Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?,HUM
756,What is a swatch ?,DESC
757,What is the most number of goals scored by a single team in an NHL hockey game ?,NUM
758,What is Judy Garland 's date of birth ?,NUM
759,What famed river was Hernando de Soto the first European to see ?,LOC
760,"What card game derived its name from biritch , or Russian Whist ?",ENTY
761,Who portrayed the title character in the film The Day of the Jackal ?,HUM
